"scenario","method_a","method_b","n","delta_cor_mean","delta_cor_ci_lo","delta_cor_ci_hi","delta_rmse_mean","delta_rmse_ci_lo","delta_rmse_ci_hi","delta_sign_acc_mean","delta_sign_acc_ci_lo","delta_sign_acc_ci_hi","delta_abs_slope_bias_mean","delta_abs_slope_bias_ci_lo","delta_abs_slope_bias_ci_hi","delta_abs_intercept_bias_mean","delta_abs_intercept_bias_ci_lo","delta_abs_intercept_bias_ci_hi","hrf_regime","ar_regime","isi_regime","amp_regime","cell","comparison"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_oasis_best",40,0.0260238067105489,0.0033452831550197,0.0588226679839952,-1.40856614367148,-2.19059909553975,-0.968703657269787,0.00902777777777778,-0.0285108024691358,0.0455054012345679,0.76709605588469,0.23121211355557,0.93370662004873,-0.0210325310126167,-0.117807431340372,0.0395548366144407,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_oasis_best"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_oasis_best",40,0.0549993615386448,-0.0114682206060935,0.121543060834626,-1.13315055137208,-1.3884672255747,-0.823328850549348,0.0166666666666667,-0.0260802469135802,0.0547646604938271,0.604949008308683,0.408511985257908,0.738581310730019,-0.00935588953649414,-0.0873481766657251,0.0667208525929118,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_oasis_best"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_oasis_best",40,0.0162298444111586,-0.022266982697265,0.0480432101909718,-1.80215458060712,-2.46735100716009,-1.19052841295306,0.0103587962962963,-0.0130979938271605,0.0416087962962963,0.776621383756449,0.57860287315562,0.948431782385137,-0.0253161431259322,-0.108871695238066,0.0380094533008863,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_oasis_best"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_oasis_best",40,0.0317227063084743,-0.00397538701398716,0.105502310095312,-1.6773652554271,-2.21891937254638,-1.25561413361613,0.00706018518518519,-0.0300347222222222,0.0454475308641975,0.783340720006705,0.493133050142812,0.938738099420875,-0.0266020352115695,-0.158325562546493,0.063004264505552,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_oasis_best"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_oasis_best",40,0.0148609412002357,-0.0193393733777335,0.0479385123749415,-1.29995106826521,-1.49598652508637,-1.0292201465351,0.00752314814814815,-0.0353395061728396,0.0408179012345679,0.667047616344817,0.502928179660535,0.773104961638823,-0.0152325932681547,-0.106831082958837,0.0663073181506577,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_oasis_best"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_oasis_best",40,0.0258257619481025,-0.237579653269255,0.104756060133668,-2.22481225741409,-2.9484923776507,-1.43096928527468,-0.0136574074074074,-0.532793209876543,0.0554976851851852,0.779220919830419,0.443588322558124,0.934760813863333,-0.0308210757212928,-0.134131377094805,0.0591749883935914,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_oasis_best"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_oasis_best",40,0.0251334452187574,-0.0105256468175375,0.0554298558881457,-1.63860827709446,-2.15982966796825,-1.26477321840005,0.0101851851851852,-0.0260802469135803,0.037037037037037,0.712729700955938,0.553269580200646,0.811216006748766,-0.0245609391494115,-0.0844482500024543,0.0405859360304255,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_oasis_best"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_oasis_best",40,0.033297810894869,-0.0076578216666721,0.0785103533726906,-1.75528096040192,-2.42935137730934,-1.29178150481448,0.0099537037037037,-0.0231481481481482,0.0462962962962962,0.77030634379208,0.536474581304711,0.942027248411047,-0.0559247129087782,-0.210523483676597,0.0201340087102022,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_oasis_best"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_oasis_best",40,-0.00479567903943999,-0.0471578274094362,0.028447315379189,-1.60125332753674,-2.20058226525693,-1.22650833929584,0.0157986111111111,-0.0354552469135802,0.0500771604938271,0.64390221096996,0.335684879388975,0.928705218074517,-0.0307299679674263,-0.106600912015593,0.0158892292166491,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_oasis_best"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_oasis_best",40,-0.00289062601150831,-0.0392479919045301,0.03527863269327,-1.3664529194302,-2.14488480290634,-0.982136629851788,0.00578703703703704,-0.0208333333333333,0.0362461419753086,0.666053440260223,0.362242289174374,0.91539829884892,-0.0276046025894919,-0.140558730937713,0.0382272846573602,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_oasis_best"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_oasis_best",40,0.0121700053797051,-0.0706806724399253,0.110314421958641,-1.10632433711834,-1.55212984423727,-0.808797186009956,0.0017939814814815,-0.0339313271604938,0.026195987654321,0.531698369218597,0.384874696977988,0.71418343036809,-0.0259587309194255,-0.134110433525814,0.0971600329679477,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_oasis_best"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_oasis_best",40,-0.00554021441132483,-0.0590554780552654,0.0398276198460536,-1.90339624299164,-2.61193895183018,-1.2029889102687,0.0101273148148148,-0.0223572530864198,0.0531828703703704,0.682799585938197,0.412169893487589,0.937488394834317,-0.0275962686254118,-0.136146096367154,0.0527905084726313,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_oasis_best"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_oasis_best",40,-0.00281879187872846,-0.0508626876322149,0.0485320808824277,-1.65371936135698,-2.16625520206512,-1.12056786673451,0.00179398148148149,-0.0353973765432098,0.0347222222222222,0.690406453818236,0.451617279902623,0.915624052157306,-0.0227101193609693,-0.117318203872142,0.0391491191494117,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_oasis_best"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_oasis_best",40,-0.00454934299063227,-0.0338992463462857,0.0202243412496176,-1.40699345839519,-1.88249411890839,-1.07730582049951,0.00694444444444445,-0.020042438271605,0.0362461419753087,0.691513484547434,0.47801882696799,0.924723104623618,-0.0289185071750883,-0.0802440487957591,0.0220085674585842,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_oasis_best"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_oasis_best",40,-0.0253638322946896,-0.218476556028414,0.0640272453927296,-2.35875354443768,-3.27347923975872,-1.51469283813941,-0.0166666666666667,-0.536246141975309,0.0408757716049382,0.693958034178565,0.40035632263429,0.955131048537834,-0.0452056335911004,-0.149434795082877,0.0442694325800701,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_oasis_best"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_oasis_best",40,-0.00877435113492718,-0.0432446344475698,0.0275933264585089,-1.86637771728115,-2.25452742146119,-1.40482931808182,0.00486111111111111,-0.0393518518518519,0.0455054012345679,0.717571416269524,0.42708627558906,0.949988504379979,-0.0313731152124845,-0.132419490022952,0.00593202942519481,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_oasis_best"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_oasis_best",40,-0.00185354415714615,-0.0383336249875486,0.0386124200624503,-1.74440379076045,-2.18274352887502,-1.3176698472804,0.00202546296296297,-0.0231481481481481,0.033082561728395,0.706763396623033,0.432165964601502,0.941536729210655,-0.0536139376133487,-0.157946909633949,0.0165182898639202,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_oasis_best"
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default","fmrilss_sbhm",40,0.125411542471524,0.0369899175085749,0.205553791358613,-1.50340380019112,-2.0078478342244,-1.07639559323474,0.044212962962963,-0.00987654320987657,0.103317901234568,0.545399429525079,0.217892278048693,0.889671925084698,-0.0292091415916797,-0.10339835074506,0.00922919284118846,"nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","st_default - fmrilss_sbhm"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_sbhm",40,0.169681278961292,0.0853608023900003,0.26722111260056,-1.53230216729266,-2.18229493299271,-1.07623360161093,0.0499421296296296,0.0100501543209877,0.109471450617284,0.534303368925642,0.286051515607354,0.897617005575589,-0.0308232943874828,-0.114094907578186,0.0238266096590873,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_sbhm"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_sbhm",40,0.234449640829723,0.0976664112076331,0.488689589480179,-1.88219566385939,-4.37546414828916,-1.02823398809842,0.0626157407407407,0.00237268518518518,0.121778549382716,0.337964005101053,-0.3288209730776,0.678676810254357,-0.0488831053734172,-0.180372873436487,0.055559182139773,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_sbhm"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_sbhm",40,0.118774980930923,0.0380626880360857,0.255255985339942,-1.88410823734848,-2.7371619108498,-1.38801363704713,0.0383101851851852,-0.00462962962962965,0.090162037037037,0.581575991500065,0.259373915651109,0.884610841489398,-0.034741280148962,-0.122479115292166,0.0350341034980221,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_sbhm"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_sbhm",40,0.167067414346783,0.073582589535605,0.314289624724904,-1.99397731426817,-3.49006580101319,-1.3006383648218,0.0443865740740741,-0.00140817901234569,0.0971643518518518,0.532340423772284,0.107499917142345,0.849155760719957,-0.0458119217336925,-0.201335781351863,0.0831520898088293,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_sbhm"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_sbhm",40,0.174120004714785,0.082882015455506,0.338544101770937,-1.8983886170546,-3.52752857921288,-1.23447869838693,0.0625,0.0108410493827161,0.131770833333333,0.366415265248466,-0.0466845154007402,0.741711525545783,-0.0631189892873684,-0.366955909970498,0.038670175174906,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_sbhm"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_sbhm",40,0.143071631149681,-0.130975666659802,0.298485638534532,-2.38141295978562,-3.77117852894528,-1.62764914391544,0.0170138888888889,-0.521277006172839,0.0932098765432099,0.543992890291645,0.204554705236438,0.907335423736662,-0.0548424168188252,-0.189888956060535,0.0215752431382407,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_sbhm"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_sbhm",40,0.18105554293872,0.0875239109738688,0.332055650778225,-2.58653133359824,-4.01985201830398,-1.45105156832059,0.0600694444444444,0.00621141975308641,0.124151234567901,0.39167504858311,0.00522107747913785,0.76635331150134,-0.0668819471371901,-0.207391402632427,0.020062926048384,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_sbhm"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_sbhm",40,0.193540216161752,0.0661505725535387,0.351682155687519,-2.48216182095531,-4.14394764807737,-1.66481170289328,0.0625,0.000848765432098824,0.113368055555556,0.485483510120294,0.0958832659256385,0.886016887643015,-0.0848036783950767,-0.289572337493049,0.0148756370812789,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_sbhm"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_sbhm",40,-0.00474487638576293,-0.114413670569624,0.0713526958483594,-1.58422187391752,-2.38457413211808,-1.1504902306904,0.0158564814814815,-0.0293016975308643,0.063233024691358,0.649782076207017,0.336416555904623,0.959558105265218,-0.0263979139435121,-0.121934597118261,0.0357343547646707,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_sbhm"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_sbhm",40,0.0289299254836232,-0.0864139618369055,0.116146296551547,-1.60421973827272,-2.3189903419254,-1.11988547298789,0.0162037037037037,-0.0207175925925926,0.0578125,0.637311308073645,0.314392399958592,0.959730450310021,-0.0384215246497036,-0.173275188283357,0.0557909210169148,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_sbhm"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_sbhm",40,0.0690759247782993,-0.0680623495046043,0.230362661775768,-1.48944873055642,-2.76317292799515,-0.859198124501026,0.0199074074074074,-0.0485532407407408,0.0916859567901235,0.438191972595814,0.240204577743189,0.642146376715237,-0.0480581183648347,-0.237000877382168,0.0625955418856276,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_sbhm"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_sbhm",40,0.00660352908547386,-0.0773383641112942,0.115920099757337,-1.96575230057475,-3.46042017330482,-1.28924353695829,0.0114004629629629,-0.0324074074074074,0.0516589506172839,0.646369113965701,0.354914059933561,0.885838359078097,-0.0317295718650859,-0.123557956193344,0.0477658247845688,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_sbhm"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_sbhm",40,0.0480171111815352,-0.0527724372874757,0.135245085986347,-2.03122530755484,-3.65349274158617,-1.26843032445185,0.018287037037037,-0.0399691358024691,0.0624421296296297,0.56387467428971,0.0358973088392209,0.841188855557546,-0.0364216910356304,-0.140719616289262,0.074790014037264,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_sbhm"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_sbhm",40,0.025349645834777,-0.0542742097427398,0.114265341601587,-1.73505397759022,-3.39542971223963,-1.18479213512996,0.0135416666666667,-0.0277777777777778,0.0769483024691358,0.629848486027567,0.271384466336239,0.908342237937304,-0.0620512591922464,-0.190901888439243,0.00365905049982359,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_sbhm"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_sbhm",40,-0.0129043388155527,-0.151893580737535,0.0909770057665732,-2.60890660097073,-4.97476971718655,-1.58923793630544,-0.0141203703703704,-0.51670524691358,0.0501350308641975,0.654143771796982,0.245852973675372,0.94716416050174,-0.0470966237628844,-0.166541868393249,0.0333842339858889,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_sbhm"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_sbhm",40,0.0528549403681114,-0.039782574566018,0.157397886182283,-2.75286031540554,-4.80367747883921,-1.78441304787629,0.0233217592592593,-0.0185185185185186,0.0848572530864198,0.526681937392425,-0.0567324372832253,0.900032009139125,-0.077265367962869,-0.196569528005965,0.0200193949844616,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_sbhm"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_sbhm",40,0.0436487892497685,-0.0714869798817923,0.216290149772036,-2.45422021595267,-5.50792951551934,-1.36868491764879,0.0153356481481482,-0.031616512345679,0.0586033950617283,0.624959711135378,0.181263067640415,0.94603322730253,-0.0779676413626084,-0.292387995162996,0.0683481447025327,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_sbhm"
