"scenario","method_a","method_b","n","delta_cor_mean","delta_cor_ci_lo","delta_cor_ci_hi","delta_rmse_mean","delta_rmse_ci_lo","delta_rmse_ci_hi","delta_sign_acc_mean","delta_sign_acc_ci_lo","delta_sign_acc_ci_hi","delta_abs_slope_bias_mean","delta_abs_slope_bias_ci_lo","delta_abs_slope_bias_ci_hi","delta_abs_intercept_bias_mean","delta_abs_intercept_bias_ci_lo","delta_abs_intercept_bias_ci_hi","hrf_regime","ar_regime","isi_regime","amp_regime","cell","comparison"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_lss",40,-0.00231455051987334,-0.0390666829847177,0.0363047649727128,-1.4979144419502,-2.21396441670795,-1.09954431071223,0.00734953703703703,-0.020042438271605,0.0385609567901234,0.70308593301227,0.354298805563343,0.921791173238088,-0.024291339371145,-0.145077697257892,0.0479172261485777,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_lss"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_lss",40,0.0135320827802988,-0.0701576896293419,0.11242325125897,-1.22231165848533,-1.59505920561842,-0.912684139301131,0.00179398148148149,-0.0347222222222222,0.0231481481481481,0.565814646662017,0.419904022439904,0.73363006891962,-0.0259279691792466,-0.141412425711304,0.09416557459798,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_lss"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_lss",40,-0.00493648797057564,-0.0590901750185433,0.0422156738864893,-2.07411054608927,-2.87760340728213,-1.33809936969763,0.012037037037037,-0.0215663580246913,0.0531828703703704,0.713198612589354,0.440433201962611,0.930342483161861,-0.0227624919327932,-0.112918824102677,0.0527168300343576,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_lss"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_lss",40,-0.00246060801141831,-0.0506863193276446,0.0494977576366657,-1.78950191223353,-2.38939195010258,-1.23749652081614,0.00231481481481482,-0.0353973765432098,0.0377700617283951,0.72207320111966,0.476267989638821,0.93177292453682,-0.0196101075530943,-0.124609067123516,0.0379598918466167,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_lss"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_lss",40,-0.00429338623317863,-0.0339201074767852,0.02065957708763,-1.50731805783479,-1.96330447628757,-1.1833375380103,0.00653935185185185,-0.0208333333333334,0.0347222222222222,0.718367265157841,0.492302510854507,0.933646786240592,-0.0259284942947163,-0.0755053752942458,0.024058541410666,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_lss"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_lss",40,-0.0247863185853396,-0.217114304444111,0.0652088184059198,-2.54605665589265,-3.55913741731018,-1.68094386793359,-0.0163773148148148,-0.536246141975309,0.0408757716049382,0.720969338414617,0.413974280523677,0.936176282763172,-0.0366182753450477,-0.130056474428782,0.0460442907830911,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_lss"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_lss",40,-0.00824723468728462,-0.0430966954361322,0.0285622514957498,-2.01342146042006,-2.44979040534875,-1.50238315081549,0.00509259259259259,-0.0408757716049383,0.0455054012345679,0.747275630832303,0.453446191247223,0.943687519766355,-0.0252974187552251,-0.130633655231568,0.0089363613741094,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_lss"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_lss",40,-0.00131257442052425,-0.0382128711302347,0.0396215007722886,-1.88190120470504,-2.29652336875256,-1.44128426084741,0.00248842592592593,-0.0238811728395062,0.025462962962963,0.736885076779155,0.457646073168075,0.94411483401671,-0.0521091823372314,-0.150747433055399,0.0332032829133117,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_lss"
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default","fmrilss_oasis_best",40,0.018010902532083,-0.0176340812016286,0.0522019330385444,-1.47158612455206,-1.99756665594461,-1.11001602764802,0.0112268518518518,-0.0130979938271605,0.0462384259259259,0.792803784703275,0.489695476039487,0.951673373956092,-0.030895847124893,-0.104165398789901,0.0129919339572776,"nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","st_default - fmrilss_oasis_best"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_oasis_best",40,0.0260238067105489,0.0033452831550197,0.0588226679839952,-1.40856614367148,-2.19059909553975,-0.968703657269787,0.00902777777777778,-0.0285108024691358,0.0455054012345679,0.76709605588469,0.23121211355557,0.93370662004873,-0.0210325310126167,-0.117807431340372,0.0395548366144407,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_oasis_best"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_oasis_best",40,0.0549993615386448,-0.0114682206060935,0.121543060834626,-1.13315055137208,-1.3884672255747,-0.823328850549348,0.0166666666666667,-0.0260802469135802,0.0547646604938271,0.604949008308683,0.408511985257908,0.738581310730019,-0.00935588953649414,-0.0873481766657251,0.0667208525929118,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_oasis_best"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_oasis_best",40,0.0162298444111586,-0.022266982697265,0.0480432101909718,-1.80215458060712,-2.46735100716009,-1.19052841295306,0.0103587962962963,-0.0130979938271605,0.0416087962962963,0.776621383756449,0.57860287315562,0.948431782385137,-0.0253161431259322,-0.108871695238066,0.0380094533008863,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_oasis_best"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_oasis_best",40,0.0317227063084743,-0.00397538701398716,0.105502310095312,-1.6773652554271,-2.21891937254638,-1.25561413361613,0.00706018518518519,-0.0300347222222222,0.0454475308641975,0.783340720006705,0.493133050142812,0.938738099420875,-0.0266020352115695,-0.158325562546493,0.063004264505552,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_oasis_best"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_oasis_best",40,0.0148609412002357,-0.0193393733777335,0.0479385123749415,-1.29995106826521,-1.49598652508637,-1.0292201465351,0.00752314814814815,-0.0353395061728396,0.0408179012345679,0.667047616344817,0.502928179660535,0.773104961638823,-0.0152325932681547,-0.106831082958837,0.0663073181506577,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_oasis_best"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_oasis_best",40,0.0258257619481025,-0.237579653269255,0.104756060133668,-2.22481225741409,-2.9484923776507,-1.43096928527468,-0.0136574074074074,-0.532793209876543,0.0554976851851852,0.779220919830419,0.443588322558124,0.934760813863333,-0.0308210757212928,-0.134131377094805,0.0591749883935914,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_oasis_best"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_oasis_best",40,0.0251334452187574,-0.0105256468175375,0.0554298558881457,-1.63860827709446,-2.15982966796825,-1.26477321840005,0.0101851851851852,-0.0260802469135803,0.037037037037037,0.712729700955938,0.553269580200646,0.811216006748766,-0.0245609391494115,-0.0844482500024543,0.0405859360304255,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_oasis_best"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_oasis_best",40,0.033297810894869,-0.0076578216666721,0.0785103533726906,-1.75528096040192,-2.42935137730934,-1.29178150481448,0.0099537037037037,-0.0231481481481482,0.0462962962962962,0.77030634379208,0.536474581304711,0.942027248411047,-0.0559247129087782,-0.210523483676597,0.0201340087102022,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_oasis_best"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_oasis_best",40,-0.00479567903943999,-0.0471578274094362,0.028447315379189,-1.60125332753674,-2.20058226525693,-1.22650833929584,0.0157986111111111,-0.0354552469135802,0.0500771604938271,0.64390221096996,0.335684879388975,0.928705218074517,-0.0307299679674263,-0.106600912015593,0.0158892292166491,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_oasis_best"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_oasis_best",40,-0.00289062601150831,-0.0392479919045301,0.03527863269327,-1.3664529194302,-2.14488480290634,-0.982136629851788,0.00578703703703704,-0.0208333333333333,0.0362461419753086,0.666053440260223,0.362242289174374,0.91539829884892,-0.0276046025894919,-0.140558730937713,0.0382272846573602,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_oasis_best"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_oasis_best",40,0.0121700053797051,-0.0706806724399253,0.110314421958641,-1.10632433711834,-1.55212984423727,-0.808797186009956,0.0017939814814815,-0.0339313271604938,0.026195987654321,0.531698369218597,0.384874696977988,0.71418343036809,-0.0259587309194255,-0.134110433525814,0.0971600329679477,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_oasis_best"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_oasis_best",40,-0.00554021441132483,-0.0590554780552654,0.0398276198460536,-1.90339624299164,-2.61193895183018,-1.2029889102687,0.0101273148148148,-0.0223572530864198,0.0531828703703704,0.682799585938197,0.412169893487589,0.937488394834317,-0.0275962686254118,-0.136146096367154,0.0527905084726313,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_oasis_best"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_oasis_best",40,-0.00281879187872846,-0.0508626876322149,0.0485320808824277,-1.65371936135698,-2.16625520206512,-1.12056786673451,0.00179398148148149,-0.0353973765432098,0.0347222222222222,0.690406453818236,0.451617279902623,0.915624052157306,-0.0227101193609693,-0.117318203872142,0.0391491191494117,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_oasis_best"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_oasis_best",40,-0.00454934299063227,-0.0338992463462857,0.0202243412496176,-1.40699345839519,-1.88249411890839,-1.07730582049951,0.00694444444444445,-0.020042438271605,0.0362461419753087,0.691513484547434,0.47801882696799,0.924723104623618,-0.0289185071750883,-0.0802440487957591,0.0220085674585842,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_oasis_best"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_oasis_best",40,-0.0253638322946896,-0.218476556028414,0.0640272453927296,-2.35875354443768,-3.27347923975872,-1.51469283813941,-0.0166666666666667,-0.536246141975309,0.0408757716049382,0.693958034178565,0.40035632263429,0.955131048537834,-0.0452056335911004,-0.149434795082877,0.0442694325800701,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_oasis_best"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_oasis_best",40,-0.00877435113492718,-0.0432446344475698,0.0275933264585089,-1.86637771728115,-2.25452742146119,-1.40482931808182,0.00486111111111111,-0.0393518518518519,0.0455054012345679,0.717571416269524,0.42708627558906,0.949988504379979,-0.0313731152124845,-0.132419490022952,0.00593202942519481,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_oasis_best"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_oasis_best",40,-0.00185354415714615,-0.0383336249875486,0.0386124200624503,-1.74440379076045,-2.18274352887502,-1.3176698472804,0.00202546296296297,-0.0231481481481481,0.033082561728395,0.706763396623033,0.432165964601502,0.941536729210655,-0.0536139376133487,-0.157946909633949,0.0165182898639202,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_oasis_best"
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default","fmrilss_sbhm",40,0.0884648574475922,0.0434485913745676,0.136109285610509,-2.9510438511982,-3.8852866683414,-2.12864893234828,0.03125,-0.00231481481481477,0.0601273148148148,0.717330490255601,0.0572116718164872,0.9348049526527,-0.0566362591272053,-0.198628041979658,0.0332700666712802,"nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","st_default - fmrilss_sbhm"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_sbhm",40,0.0910665551980464,0.0524625444649365,0.149352728370342,-2.74253114402711,-3.85755019752639,-2.07112914676521,0.0311342592592593,-0.0114583333333333,0.0617091049382716,0.685418992446397,-0.278536574669791,0.945116731239847,-0.0442368473446946,-0.186029314695411,0.0470940693936964,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_sbhm"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_sbhm",40,0.12360239792101,0.0384590903703519,0.219717953562473,-2.27471396445465,-2.79110774684712,-1.61181346280443,0.0341435185185185,-0.026929012345679,0.090895061728395,0.47108581498141,0.0404539579476187,0.720420960766956,-0.0351958962182476,-0.159878186818199,0.0429418900951597,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_sbhm"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_sbhm",40,0.0787977854711997,0.0223558604567396,0.12401695699717,-3.47401802789881,-4.59114037816269,-2.36543484798989,0.0294560185185185,-0.00231481481481477,0.0701774691358025,0.673261841014161,0.0510071742993886,0.931491776548398,-0.036718035858407,-0.186273682083151,0.05227320104752,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_sbhm"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_sbhm",40,0.0960089074348508,0.0336670397287333,0.215103316936611,-3.18402051058758,-4.11913107135016,-2.23995221529908,0.0262731481481481,-0.00694444444444449,0.0663387345679013,0.671806923236875,-0.0153802377550676,0.935076519468231,-0.063978353993971,-0.231180622731762,0.0895686773796545,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_sbhm"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_sbhm",40,0.0731309856512807,0.0342695282995103,0.135032075842738,-2.40079168542624,-2.82692490269859,-1.76270829857972,0.0250578703703704,-0.00920138888888889,0.0853587962962962,0.576638680597148,0.122703814498021,0.80972637445798,-0.0307466491323815,-0.17987057927719,0.0546460291032048,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_sbhm"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_sbhm",40,0.0877233059140948,-0.180669212046071,0.172798574299808,-4.16131496403069,-5.31509370598089,-2.85533146530879,0.00353009259259261,-0.520486111111111,0.0731674382716049,0.655134260559454,0.0586375322785267,0.966306708717056,-0.0645093843181358,-0.192807137820168,0.0326330743874736,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_sbhm"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_sbhm",40,0.0796266454855159,0.0281614447666741,0.12928733682865,-3.03104582378035,-3.94003410967617,-2.48994318260088,0.0296296296296296,-0.00694444444444442,0.0755979938271605,0.617772934054012,0.176937321305551,0.854149196157035,-0.0422420989808123,-0.164317084364511,0.0533271277826991,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_sbhm"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_sbhm",40,0.0989962611373794,0.0288581544715618,0.165371590835914,-3.30320111579514,-4.40414289857023,-2.46942495428499,0.0366898148148148,0.000790895061728417,0.0954668209876543,0.712861988387286,0.220383150292291,0.941902918728121,-0.0857825375450997,-0.279865840435429,0.0090458746876568,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_sbhm"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_sbhm",40,-0.0441993124583604,-0.114192599362936,0.00544043412153093,-3.21955886402996,-4.39569481470715,-2.39409688174425,0.00486111111111109,-0.0415509259259259,0.0416087962962963,0.619237853581812,-0.176924334854984,0.961071505724289,-0.0431726988685799,-0.186519119372942,0.0460236257245401,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_sbhm"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_sbhm",40,-0.0424446445055557,-0.0959850657062623,0.000690110351904444,-2.81026573393286,-4.28851005781175,-2.11165406078442,-0.00434027777777778,-0.0277777777777778,0.0246720679012345,0.582762627724195,-0.41550481731433,0.934961651022196,-0.0478189755933329,-0.293804549982394,0.0294737684994001,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_sbhm"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_sbhm",40,-0.029871199584751,-0.122986246191658,0.0863127772291548,-2.36288781010034,-3.09308951155635,-1.77863876719291,-0.00358796296296296,-0.0539158950617284,0.0392939814814815,0.431454800944215,-0.141896866362649,0.744842828630983,-0.0730387133486717,-0.276614592645528,0.0744566773992755,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_sbhm"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_sbhm",40,-0.0488548820450085,-0.106757799352343,0.00581386958339022,-3.67489332413761,-5.10100511722771,-2.30825537562162,-0.00208333333333334,-0.0377700617283951,0.0339313271604938,0.565950454942314,-0.0330889444320326,0.956977751484346,-0.0352057283441772,-0.134671140040636,0.0582301985421225,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_sbhm"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_sbhm",40,-0.0364995050849583,-0.0954221885762803,0.0241550404550768,-3.27192394697658,-4.15703298216644,-2.00965649220186,-0.00127314814814816,-0.0447145061728395,0.0408179012345678,0.604328721433637,0.0382058368289708,0.923934723965782,-0.0343256214337155,-0.227390623371638,0.0384325513192817,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_sbhm"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_sbhm",40,-0.0518370585554416,-0.103476023978878,-0.00155902400105072,-2.67079438276071,-3.37542901448247,-2.07896137684779,-0.00844907407407408,-0.0523341049382716,0.037770061728395,0.620719321443537,0.0888853277426912,0.964236325665198,-0.040277446083791,-0.13741843308917,0.0308494056650565,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_sbhm"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_sbhm",40,-0.0631499022783616,-0.233724631815874,0.0400612557602702,-4.55289779802333,-6.30707680925266,-2.94464552624067,-0.0237847222222222,-0.536805555555556,0.0285108024691358,0.557828683642353,-0.14075983916324,0.953716066490505,-0.0532871338404522,-0.183793907614777,0.0524021113187801,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_sbhm"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_sbhm",40,-0.0411918911891184,-0.0884856552950161,0.013904015219606,-3.5048148090895,-4.12093694274168,-2.7116739169378,-0.00167824074074074,-0.0468557098765432,0.031616512345679,0.587658808276917,0.0735279833357973,0.942489119836673,-0.0593829261655936,-0.198222417038061,0.0157301750462845,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_sbhm"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_sbhm",40,-0.0293650978675682,-0.0858635214134082,0.0357977924165811,-3.28992963952237,-3.94802060592116,-2.29353839524735,-0.00237268518518518,-0.0385609567901235,0.0385609567901235,0.621564696417005,0.0727666240135847,0.954498292298868,-0.0800737521456265,-0.280515607290188,0.0636532479332259,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_sbhm"
